issue_num,datetime,body,login,mention_login
42,2015-02-17 06:05:01,"@maniak-dobrii I left some feedback about a small change to the API. Let me know what you think. We also need you to fill out the contributor form prior to merging: https://docs.google.com/forms/d/1gh9y6_i8xFn6pA15PqFeye19VqasuI9-bGp_e0owy74/viewform

Thanks!
",ryanolsonk,maniak-dobrii
42,2015-02-18 09:52:51,"@ryanolsonk Yeah, sounds great, I'll update my code. Already submitted contributor form.
",maniak-dobrii,ryanolsonk
24,2014-11-10 17:27:35,"Okay, cool. I'll add this to my fork and then we will see what can be done. Thanks for link @ryanolsonk.
",Legoless,ryanolsonk
24,2015-01-26 21:37:43,"@JaviSoto thanks!

I hadn't actually tested it on iOS 7 until your comment. There was an interesting issue due to a mistake in the version of asl.h that comes with the iOS 8.1 SDK. It turned into a bit of a rabbit hole, but I think I've got everything worked out now. If you're curious, the commit is here: 063ffe97c1d256c341d522b9b9f95a6a7ee80e2c
",ryanolsonk,JaviSoto
19,2014-08-14 03:27:27,"Hello @studentdeng,

nice to meet you. i learn squashing commits in FLEX this project too. if you use sourcetree, you can look this [post](https://answers.atlassian.com/questions/213902/in-sourcetree-how-do-i-squash-commits).

first, you need to squash all the commits in your local branch.
second, use `git push -f` to force write your remote branch, make it the same with the local one.

wish it help you, thank you.

soft remind, if you first try on this, remember to backup your branch. `git push -f` is strong but dangerous.
",DaidoujiChen,studentdeng
19,2014-08-14 05:21:06,"thank @DaidoujiChen . but I prefer to recreate it. I think I've already miss up it : (
",studentdeng,DaidoujiChen
17,2014-08-02 21:20:43,"Hey @DaidoujiChen,

Thanks for looking at this one. I found a few other cases where the same issue could arise and addressed them all in one commit: f956f8519039fbd691ee8145ff8fee110458e826
",ryanolsonk,DaidoujiChen
15,2014-08-02 21:26:33,"Hey @DaidoujiChen 

I want to spend some more time going over this before providing feedback. My initial impression is that the functionality is awesome, but it involves some added complexity. I'm hoping we can find some ways to simplify to make it easier to maintain. For example, I think it would be better if we could use the built-in sort rather than having a one-off implementation of quick sort. I will leave more detailed feedback when I have a chance to dig into the pull request further.
",ryanolsonk,DaidoujiChen
15,2014-08-04 03:16:00,"Hello @ryanolsonk,

thanks for your reply. i will continue to think if there is a better way to design those methods.
",DaidoujiChen,ryanolsonk
15,2014-08-04 10:09:03,"Hello @ryanolsonk,

sounds great! i have also thought about using `NSOperation`.
if nothing goes wrong, i will try to redesign it using `NSOperation` tonight.
thank you.
",DaidoujiChen,ryanolsonk
15,2014-08-04 15:11:38,"Hello @ryanolsonk,

i am change to using `NSOperation`. and i have a question. why you use 



at [here](https://github.com/Flipboard/FLEX/blob/master/Classes/Global%20State%20Explorers/FLEXFileBrowserTableViewController.m#L38) in the beginning, i replace it to 



but not sure right or not. thank you.
",DaidoujiChen,ryanolsonk
15,2014-08-05 10:23:20,"Hello @ryanolsonk,

the `NSOperation` become non-concurrent.

update : remove gcd in `FLEXFileBrowserSearchOperation`.
",DaidoujiChen,ryanolsonk
15,2014-08-06 02:08:11,"Hello @ryanolsonk,

i am fix category naming, remove cancel method / property in `FLEXFileBrowserSearchOperation`, and squished to one commit.
thank you.
",DaidoujiChen,ryanolsonk
12,2014-08-01 02:40:55,"Hello @ryanolsonk,

yes, it searches recursively down from the directory.
i am working on modify sort and calculate search files.
when everything is completed, i will send a pull request.
thank you.
",DaidoujiChen,ryanolsonk
7,2014-07-28 04:32:48,"Hello @ryanolsonk,

I've fixed my code.
1. corrected those problems on ios7.
2. alloc `FLEXArgumentInputFontsPickerView` directly, without go through `FLEXArgumentInputViewFactory`. 
3. remove unused code.

thank you.
",DaidoujiChen,ryanolsonk
7,2014-07-29 06:03:31,"Hello @ryanolsonk,

i commit the little change and fill out the CLA. thank you.
",DaidoujiChen,ryanolsonk
5,2015-02-17 07:34:59,"I've pushed the progress on this to a branch: https://github.com/Flipboard/FLEX/tree/network-debugging
Feedback is welcome! Here's a GIF of how things currently look:

![requests](https://cloud.githubusercontent.com/assets/1422245/6224592/fef37e88-b632-11e4-9fd2-f788c1a76c07.gif)

I've been using the PonyDebugger approach but I'm not totally satisfied with it. My main problem is that it misses requests made using `+[NSURLConnection sendAsynchronousRequest:...]` or the synchronous variant. I'm considering using an `NSURLProtocol` subclass which would get all requests (as @JaviSoto  suggested), but that comes with some drawbacks too. If we intercept requests with our own `NSURLProtocol`, the way we end up handling each request may be subtly different than it would've been otherwise.

I think I'll take a crack at the `NSURLProtocol` approach since the implementation should be pretty straightforward. I could see offering both options, though it would probably be better if one emerged as the superior approach. If anyone has other ideas on how to hook into the foundation networking stack, I'd love to hear them. I've been digging around in CFNetwork's private headers, but I haven't found a good place to quietly observe request activity. The system `NSURLProtocol` subclasses (e.g. `_NSURLHTTPProtocol`) do nearly all their work outside of Objective-C land where we can't easily swizzle to observe. Hooking the C/C++ functions is probably out of the question for this library.

Aside from that, here's my remaining task list for the feature:
- [x] Settings menu for the network history list
  - [x] Clear/trash button to dump recorded requests
  - [x] Enable switch for request recording.
  - [x] Slider for recorder cache size (value persisted in `NSUserDefaults`)
- [x] Sticky header in network history list to indicate when network capture is turned off and how many requests are in the list/accumulated download size. 
- [x] Test interaction with PonyDebugger
- [x] Form upload data in request detail view
- [x] Test in other apps

And some nice to have tasks:
- [ ] Sensitive field redacting
- [ ] Find a way to determine loads from NSURLCache and indicate that in the interface
- [ ] Copy/export option
- [ ] Don’t block the main thread while prettifying responses to push into the response detail view (JSON, plist, etc.).
",ryanolsonk,JaviSoto
125,2016-10-01 00:26:29,"@TimOliver do you have any insight here?
",ryanolsonk,TimOliver
112,2016-02-23 14:13:19,"Thanks a lot for write access @ryanolsonk! I hope doing this was okay! :)
",TimOliver,ryanolsonk
108,2016-02-21 17:41:49,"Thanks for the pull request! I think this is covered by the PR I just merged from @TimOliver, so I'm going to close this one out. 
",ryanolsonk,TimOliver
104,2016-01-28 21:20:03,"move to more permissive contribution doc.
@timonus @ryanolsonk 
",dcreemer,timonus
104,2016-01-28 21:20:03,"move to more permissive contribution doc.
@timonus @ryanolsonk 
",dcreemer,ryanolsonk
95,2015-12-02 03:38:20,"It has been merged. 
Thanks @ryanolsonk 
",untouchable741,ryanolsonk
52,2015-03-13 15:38:26,"Hello @ryanolsonk,

I found some type encoding is `@?`. Than the method `readableTypeForEncoding` in `FLEXRuntimeUtility.m` convert this to `(? *)` like
![ios simulator screen shot 2015 3 13 11 31 35](https://cloud.githubusercontent.com/assets/670441/6641505/1df2f408-c9d9-11e4-98e6-0fc3fa5608b9.png)

I am not sure but maybe all of them just `id` type?
",DaidoujiChen,ryanolsonk
48,2015-03-02 09:51:22,"Hello @ryanolsonk,

in some of my case, server return the wrong mime type like ""text/html"" for json data. I think it will be better using a method `isValidJSONData:` to check it. `prettyJSONStringFromData:` handle only the real json data. how do you feel? thank you.
",DaidoujiChen,ryanolsonk
42,2015-02-10 17:15:08,"Nice! I like the added feature.

@JaviSoto, do you have any thoughts on the change or the new API?
",ryanolsonk,JaviSoto
22,2014-08-14 03:12:12,"as #20,

Hello @ryanolsonk,

i found there are 5 search bars need to add, please help to confirm, thank you.
",DaidoujiChen,ryanolsonk
20,2014-08-11 08:54:36,"Hello @ryanolsonk,

in common use FLEX scenario, i prefer press 'Search' button on the keyboard to finish search rather than scroll the tableview. if you also like it, i will send a pull request to you, thank you. 😊
",DaidoujiChen,ryanolsonk
17,2014-08-02 12:34:20,"Hello @ryanolsonk,

the hotfix is for #16 issue, thanks.
",DaidoujiChen,ryanolsonk
12,2014-07-31 08:36:12,"Hello @ryanolsonk,

i am implement this feature like this

![image](https://s3-ap-northeast-1.amazonaws.com/daidoujiminecraft/Daidouji/FLEX_TEST20140731.gif)

is it the same with you think about? or do you have any suggestion?
thank you.
",DaidoujiChen,ryanolsonk
7,2014-07-27 11:42:09,"Hello @ryanolsonk,

there are two changes i added for input behavior,
1. use picker to select fonts. 

![ios simulator screen shot 2014 7 27 7 20 31](https://cloud.githubusercontent.com/assets/670441/3713729/a45836ce-1580-11e4-99c5-3ec22962633f.png)
1. add a ""done"" button for resign inputview.

![ios simulator screen shot 2014 7 27 7 20 58](https://cloud.githubusercontent.com/assets/670441/3713746/1f6b8cf8-1581-11e4-815a-b9c39a7c30ff.png)

thx.
",DaidoujiChen,ryanolsonk
