issue_num,datetime,body,login,mention_login
572,2017-02-03 18:19:26,"@jvillard There are some specs for this function,


Does it mean the analysis times out on this function?",Guoanshisb,jvillard
570,2017-02-07 11:24:17,"I replicated this today.

This is not a CentOS problem. @jvillard I suspect the root cause is an updated OS package that broke something, as the problem is I cannot get the Docker image to build.

Following commands run today:



Error messages continue as per original issue.",technion,jvillard
570,2017-02-07 13:10:16,"@AppVet you can always build infer from source (using the [release](https://github.com/facebook/infer/releases/latest/) or directly from GitHub). See the ""Install from source"" section of the [getting started page](http://fbinfer.com/docs/getting-started.html). For CentOS7 you will need to install some dependencies, including `sudo yum install autoconf automake cmake devtoolset-2-gcc-c++`.

I will look into the issue with the docker file. Our Travis CI uses it and is running fine for now, I'll try to repro locally.",jvillard,AppVet
570,2017-02-07 22:02:28,"Thanks @jvillard . None of this should matter since it's docker, but just in case:



This is probably not the place to discuss it, but the build does take forever even when it works. I'd be happy to put my hand up to managing a prebuilt image to solve @AppVet 's request if there was interest.",technion,jvillard
570,2017-02-07 22:02:28,"Thanks @jvillard . None of this should matter since it's docker, but just in case:



This is probably not the place to discuss it, but the build does take forever even when it works. I'd be happy to put my hand up to managing a prebuilt image to solve @AppVet 's request if there was interest.",technion,AppVet
570,2017-02-23 10:01:51,@technion good catch!,jvillard,technion
570,2017-02-24 03:08:06,"@jvillard I was just going to open a PR for that very issue - the Docker image didn't build for me either, showing the error below. Installing `libffi-dev` at the apt-get install step fixed the build.

",3flex,jvillard
569,2017-01-24 21:27:27,"Thank you @jvillard, that's helpful.",rvantonder,jvillard
568,2017-01-24 09:53:52,"@chenglou what's the expected classification in the bar that shows the distribution of files per language?
With the comment headers, .re files are classified as Rust files.
Without comment headers, e.g. `InferPrintExe.re` seems not to be classified as any language: https://github.com/facebook/infer/search?utf8=%E2%9C%93&q=InferPrint&type=Code
Though there is syntax highlighting.
",cristianoc,chenglou
567,2017-02-06 08:24:15,"Hi @msridhar, there is a new treatment of conditionals in https://github.com/facebook/infer/commit/319e3ed271e81618bdd809823c2dbb9e065e2794.
This affects the treatment of conditionals in general, when a value is accessed for the first time in one branch of the conditional, and is not accessed in the other branch. The tests we have run look positive so far.",cristianoc,msridhar
562,2017-01-11 21:43:34,Hi @cxzhang2. Is `1f` a global constant in your example ?,jeremydubreil,cxzhang2
562,2017-01-12 02:48:54,"Hey @jeremydubreil thanks for the suggestion I'll do that for now.  My intuition is that Infer does a `==`check on the keys.  This would explain why `float` generated the bug report but `Float` and the hardcoded `1f` doesn't.   i.e. looking just at the keys of the two map.get() calls, these are the three scenarios:





`1f == 1f //true, null check is honored`",cxzhang2,jeremydubreil
559,2017-01-10 18:28:19,"Hi @msridhar.

It is theoretically possible to follow the annotations from the 3rd party libraries. One thing that is not so clear is that different libraries do not necessarily follow the same convention when it comes to `@Nullable`. For example, for analyzed source code, 

is equivalent to:

for Eradicate, meaning that parameter are consider non-nullable by default except when analyzed with `@Nullable` explicitly.

However, your example suggests that we would want to do the opposite assumption for 3rd party libraries when unannotated variables should be considered as `@Nullable` by default except when annotated with `@NonNull`. But this approach would not work for Guava for instance, which uses `@Nullable` more or less as Eradicate expects it. So there should be a way to tell Eradicate, or to detect automatically, which convention is used for each library. 

Or we may want to follow a 3-value logic for libraries and consider no annotation as `unknown` together with `@NonNull` and `@Nullable` ",jeremydubreil,msridhar
559,2017-01-10 18:56:24,"Hi @jeremydubreil yes that's a good point.  My example was contrived; I wanted to keep things simple to make sure I was running the tool correctly.  Probably the right thing to do is to assume usage similar to Guava when annotations from class files are being parsed.  If it's clearly documented, I think that would work well for most cases.  Also, maybe the default should be to behave just as Infer does now (ignoring annotations in class files) to avoid surprises and/or a ton of unwanted false positives.  ",msridhar,jeremydubreil
559,2017-01-10 20:36:23,"@sblackshear, it would actually be easy to load the annotations from the 3rd party library. There is already some support for analyzing the dependencies. For example (changing the example a bit to avoid the issue with `@NonNull` mentioned earlier):


and

We can actually have Eradicate report the issue using the undocumented `--dependencies` options:

The reason why we don't use `--dependencies` by default is to avoid duplication of work when using Buck as the same class. e.g. `java.lang.String` could otherwise be analyzed on many different Buck targets.

The new genrule based approach to integrate Infer with Buck could actually allow use to analyze the third party libraries only once (decorating `prebuilt_jar`) and cache the analysis artifacts, which would contain the annotations as well. cc @kageiit
",jeremydubreil,sblackshear
559,2017-01-13 22:39:58,"@jeremydubreil That sounds like a great idea. As long as infer knows how to extract the analysis artifacts from the `prebuilt_jar` or `prebuilt_android_aar` decorated infer/eradicate genrules, the performance impact will be minimal and the quality of analysis will be a lot greater. Seems like that is the best approach forward.",kageiit,jeremydubreil
554,2017-01-10 12:40:00,"@chaws does upgrading opam solve the issue for you? If so, could you please change your PR to bump the required version of opam up?

As it stands, opam 1.2.0 is untested on our end so even if we include your fix it's possible we end up breaking it again in the future. 1.2.2 is available on many major systems. Debian stable still uses 1.2.0 but it's easy to manually upgrade.

Let me know if that makes sense to you, we could also find a way to test opam 1.2.0 in our Travis CI for instance.",jvillard,chaws
554,2017-01-10 16:20:56,"Hi @jvillard , I didn't have much time over the weekend, Let me update my opam (I'll install from the source) and give you a feedback.",chaws,jvillard
554,2017-01-12 17:11:31,"@jvillard , I'm trying to get opam 1.3.0 out of the source () but keep getting this error:


Which seems like a syntax issue. Ocaml is new to me, I'm trying to grasp up some of it thru tutorials, but if you already have a hunch on solving this, that'd be great!",chaws,jvillard
552,2017-01-03 10:14:35,"Hi @evgzor,
have you tried running the xcodebuild command without `infer`, that is:

and see whether it succeeds or not?

If succeeds, maybe it's the space in the path where the project is located:

Try renaming it to a name without spaces and see if it keeps failing.

Let me know, thanks!",martinoluca,evgzor
551,2016-12-30 07:36:52,"@jvillard
Thanks!~
As your message, infer can not support with python3.5? we just let infer  execute in python 2.7 version?
",vincentyao,jvillard
551,2016-12-30 09:15:19,@vincentyao yes,jvillard,vincentyao
551,2017-01-02 03:43:40,"@vincentyao FYI, I strongly recommend the [pyenv](https://github.com/yyuu/pyenv) to handle Python versions and dependencies of Python libraries.",kstreee,vincentyao
551,2017-01-10 10:29:34,"@kstreee 
thanks for your help. i use it in python2.7 now ~~~",vincentyao,kstreee
550,2016-12-28 10:16:02,"Hi @MnO2, I noticed you closed your pull request. If you just didn't want to sign the CLA, would you be ok if I just add the logo to the page? We would love to have your logo there if you are using Infer. 
I'm also interested to know more about your experience with the Objective-C analysis. Have you found it useful? Are you using xcpretty?
Thanks,
Dulma
",dulmarod,MnO2
549,2017-01-19 18:20:51,"@sblackshear has imported this pull request.  If you are a Facebook employee, you can view this diff [on Phabricator](https://phabricator.intern.facebook.com/D4380560).",facebook-github-bot,sblackshear
545,2017-01-05 10:34:03,"@akotulski Thanks for the workaround suggestion. Yes, i've compiled the `infer` from source and will apply the suggested workaround and report back the result.

 > https://github.com/facebook/infer/blob/master/infer/src/clang/ClangCommand.re#L32
simply change it to let infer_cxx_models = false.

It would be nice, to make it configurable, though. That would make patching `infer` avoidable.

> I have plans to change this mechanism, but I suspect it will take a while to complete.

That would be great to get fixed ASAP, because i suspect that each and every non trivial C++ project will exhibit that problem.",davido,akotulski
543,2016-12-24 04:45:43,"@akotulski  When I upgrade infer I get the below error

Warning: You are using a pre-release version of Xcode.
You may encounter build failures or other breakages.
Please create pull-requests instead of filing issues.
Error: infer 0.8.1 already installed",devKrishnan,akotulski
543,2016-12-24 09:50:12,@devKrishnan try `brew update` before `brew upgrade infer`.,jvillard,devKrishnan
543,2016-12-26 11:22:42,@jvillard  It worked,devKrishnan,jvillard
541,2016-12-23 10:10:04,"@jvillard 
thank you for info. I will take a try.

I thought R.java is always created automatically by the build system 🤔 
Something is going bad when building app with , maybe",omuomugin,jvillard
537,2016-12-21 20:48:44,"@tautschnig 

> For us, this has come up as part of various larger code bases. (I agree that static analysis of small snippets is of limited use.) My example was just intended so as to have a reproducible test scenario. Arguably we could work on ways to exclude tests from the analysis altogether.

I get it now, thanks!

> For specifications, I am wondering whether JUnit is most suitable; wouldn't JML possibly be a better approach?

I don't have any strong opinion about this. If you already have a large codebase with lots of JML annotations or lots of programmers who would be willing to write JML annotations in exchange for having them statically checked, then I think JML sounds like a great choice.",sblackshear,tautschnig
536,2016-12-16 07:13:05,"Hi @dulmarod 

Thank you for your replay.  My question was answered.
",leo-yinle,dulmarod
535,2016-12-16 04:45:25,"Hi @sblackshear ,
I rebased on Infer master and change  to . Please check it. 

By the way, I still cannot fully understand why you use  instead of . 
Could you give me a reference for that?",KihongHeo,sblackshear
535,2016-12-16 16:51:46,"@sblackshear has imported this pull request.  If you are a Facebook employee, you can view this diff [on Phabricator](https://phabricator.intern.facebook.com/D4319797).",facebook-github-bot,sblackshear
535,2016-12-16 17:59:30,"@sblackshear has imported this pull request.  If you are a Facebook employee, you can view this diff [on Phabricator](https://phabricator.intern.facebook.com/D4319797).",facebook-github-bot,sblackshear
535,2016-12-16 18:46:15,"@sblackshear has imported this pull request.  If you are a Facebook employee, you can view this diff [on Phabricator](https://phabricator.intern.facebook.com/D4319797).",facebook-github-bot,sblackshear
535,2016-12-16 19:41:49,"@sblackshear has imported this pull request.  If you are a Facebook employee, you can view this diff [on Phabricator](https://phabricator.intern.facebook.com/D4319797).",facebook-github-bot,sblackshear
534,2016-12-13 10:12:50,"@jeremydubreil Status is a normal very basic enum. Here is the main part in case you need it:



Hope it helps",carocad,jeremydubreil
527,2016-12-07 07:11:41,@jvillard  Can you please reply I am stuck?,harshikesh,jvillard
527,2016-12-07 09:18:57,"Thanks for explaining @jvillard . 

Problem statement :

>  What I am trying to achieve is to run Infer on some files, then re analyse those files after fixing issues. 

First I whitelisted some files on which I want to run infer then,
_I tried all these commands._ 
`infer -- ./gradlew run`  //I was running this each time after fixing my issues It worked but it is taking too much time. 

`infer --reactive -- ./gradlew --offline run` // This gives no issues found each time after first build

`infer --changed-files-index changed_files.txt --reactive -- ./gradlew run` // This gives no issues found. If I don't use --reactive It takes same time as` infer -- ./gradlew run`

I tried 
`-j 16` but It was not of much help because it took same time.

Can you please suggest what should be done to get result faster for specific files. 

",harshikesh,jvillard
524,2016-12-06 09:55:13,"Thanks @bootstraponline! Unfortunately, the version reported doesn't take into account the `.1` as you correctly point out...",jvillard,bootstraponline
520,2016-12-06 09:22:11,"@carozuoP ok, I'll work on adding this feature to bugs.txt. Thanks for the feedback!

PS: If you haven't already, can you please consider adding your company to our [list of users](https://github.com/facebook/infer/edit/gh-pages/_data/powered_by.yml)? This helps us prioritise open-source users.",jvillard,carozuoP
520,2016-12-14 10:24:45,@carozuoP Thanks! Would it be ok to add the logo of your company to our [list of users](http://fbinfer.com/index.html#who-uses-infer)?,jvillard,carozuoP
518,2016-12-05 08:41:58,"Hi @KihongHeo, It's expected that the output is a little bit different with `-j 1` than with other modes, so I don't think your last example shows a difference in behaviour between the two. Could you please clarify?",jvillard,KihongHeo
518,2016-12-06 02:48:40,"Hi @jvillard, 
 does not invoke the checkers (i.e.,  is not executed).",KihongHeo,jvillard
518,2016-12-07 15:46:41,@KihongHeo I'm looking into this.,jvillard,KihongHeo
518,2016-12-16 11:55:23,"Thanks for the report @KihongHeo, this should be fixed now!",jvillard,KihongHeo
517,2016-12-05 14:46:15,"@yinle2002 could you check if you have c++ libraries installed?
Simply run following command: `apt list | grep libstdc++`",akotulski,yinle2002
517,2016-12-07 10:19:22,"Hi @akotulski

Thank you for your response.

In https://llvm.org/bugs/show_bug.cgi?id=31291, the bug is expected to be closed. However, I still wonder how should I do to make 'setup.sh' work? Is there any concrete guide?",leo-yinle,akotulski
517,2016-12-08 04:22:07,"Hi @akotulski  and @leo-yinle ,
I also have a problem but I am not sure it is the same as the one above. 
In my case, I got the following error messages during the clang compilation.



I use 
",KihongHeo,leo-yinle
517,2016-12-08 04:22:07,"Hi @akotulski  and @leo-yinle ,
I also have a problem but I am not sure it is the same as the one above. 
In my case, I got the following error messages during the clang compilation.



I use 
",KihongHeo,akotulski
517,2016-12-08 13:24:51,"I just committed https://github.com/facebook/infer/commit/3096e8448b124607dc0a0a0df99795711502683f to fix that problem. Please fetch infer's master and remember to update `facebook-clang-plugins` submodule by running `git submodule update`

@KihongHeo by the fact that you are using ubuntu 14.04 I'd say it's likely the same issue. Please try again with newest version of infer.",akotulski,KihongHeo
516,2016-12-05 09:11:50,"Hi @jvillard ,

I will move the second one into a new issue. ",KihongHeo,jvillard
514,2016-12-01 15:27:53,"Like @jvillard, I think it will be hard to tell without seeing more code, but here's a few ideas off the top of my head:

- Try running infer with `--no-filtering`
- Report on the `proc_name`/ `proc_desc`/`location` of the current procedure rather using `e.proc_desc` and so on. I think all of the checkers we have so far log errors that occur in a function `foo` called from `main` in `main` rather than in `foo` (we have a mechanism for displaying interprocedural traces that will show the path from `main` to `foo`). In principle, reporting the error from anywhere should work, but I haven't tried it.

@cristianoc's advice about disabling the the other checkers is also very important. I forgot to mention this in the documentation, but there's a limitation where we can only register one interprocedural checker at a time (otherwise, they clobber each other's results).",sblackshear,jvillard
514,2016-12-01 15:27:53,"Like @jvillard, I think it will be hard to tell without seeing more code, but here's a few ideas off the top of my head:

- Try running infer with `--no-filtering`
- Report on the `proc_name`/ `proc_desc`/`location` of the current procedure rather using `e.proc_desc` and so on. I think all of the checkers we have so far log errors that occur in a function `foo` called from `main` in `main` rather than in `foo` (we have a mechanism for displaying interprocedural traces that will show the path from `main` to `foo`). In principle, reporting the error from anywhere should work, but I haven't tried it.

@cristianoc's advice about disabling the the other checkers is also very important. I forgot to mention this in the documentation, but there's a limitation where we can only register one interprocedural checker at a time (otherwise, they clobber each other's results).",sblackshear,cristianoc
514,2016-12-01 17:22:59,"Thanks @sblackshear . 

- Running with  does not change anything.
- I don't get the second point clearly. My checker collects 's safety conditions and merges them into 's safety conditions. Each safety condition ( in the above code) has  and . Then, it prints out  all the collected errors using  when the parameter  is for . Can you give me a better way?",KihongHeo,sblackshear
514,2016-12-10 11:37:15,@sblackshear We solved our issue by collecting the starting points and ending points of the traces as you said. It works now though we did not apply the general `TraceDomain`. Thank you for help again.,skcho,sblackshear
508,2016-11-22 17:00:04,"@zhuowei I reproduced issue on my computer and I'm looking into the fix.
For now you can follow @jberdine suggestion",akotulski,zhuowei
508,2016-11-22 17:00:04,"@zhuowei I reproduced issue on my computer and I'm looking into the fix.
For now you can follow @jberdine suggestion",akotulski,jberdine
504,2017-03-21 17:36:19,Closing the issue. @kageiit: please re-open it is there is more to be done.,jeremydubreil,kageiit
